[\\mb-fps3\Data\Data_T2\Res_Sa2_25\Res_In3_25.225|0|0],"","",""
MJRAW.SLIPA[4].TtwrawA154,"1227821724 IC 0001","","Québec identification number"
MJRAW.SLIPA[4].TtwrawA469,"1,036,269","","Paid-up capital of the second prior taxation year"
MJRAW.SLIPA[4].TtwrawA470,"837,651","","Paid-up capital of prior taxation year"
MJRAW.SLIPA[4].TtwrawA13,"2,326,912","","Assets as per the financial statements of the second prior taxation year"
MJRAW.SLIPA[4].TtwrawA162,"Secretary","","Title or position of authorized representative"
MJRAW.SLIPA[4].TtwrawA574,"228,806","","Gross revenue of the corporation for the second preceding taxation year"
MJRAW.SLIPA[5].TtwrawA344,"Y","","Always keep the link and offer to restore it when in error"
MJRAW.SLIPA[5].TtwrawA16,"1","","Association code"
MJRAW.SLIPA[5].TtwrawA458,"621,573","","Taxable capital employed in Canada for the preceding taxation year"
MJRAW.SLIPA[5].TtwrawA524,"0","","Taxable income of prior taxation year"
MJRAW.SLIPA[5].TtwrawA22,"0","","Reduced business limit of the last taxation year ending in the preceding calendar year"
MJRAW.SLIPA[5].TtwrawA372,"621,573","","Taxable capital employed in Canada in the last taxation year"
MJRAW.SLIPA[5].TtwrawA308,"0","","Total adjusted aggregate investment income for taxation years that end in the preceding calendar year"
MJRAW.SLIPA[5].TtwrawA460,"1,239,344","","Assets as per the financial statements of the prior taxation year"
MJRAW.SLIPA[5].TtwrawA527,"1.000000","","Percentage allocated"
MJRAW.SLIPA[5].TtwrawA307,"24,286","","Number of paid hours of the employees of the corporation, calculated for previous taxation year"
MJRAW.SLIPA[5].TtwrawA575,"2,123,733","","Gross revenue of the corporation for the preceding taxation year"
MJRAW.SLIPA[5].TtwrawA482,"50,000","","Allocation of the basic amount for the taxation year"
MJRAW.SLIPA[5].TtwrawA159,"2023-04-01","","Previous taxation year-start"
MJRAW.SLIPA[5].TtwrawA160,"2024-03-31","","Previous taxation year-end"
MJRAW.SLIPA[5].TtwrawA1,"9108-6876 Quebec Inc.","","Name of associated eligible persons and partnerships"
MJRAW.SLIPA[5].TtwrawA3,"14427 5765 RC0001","","Business number of the associated corporations"
MJRAW.SLIPA[5].TtwrawA196,"2024-04-01","","Taxation year-start"
MJRAW.SLIPA[5].TtwrawA74,"2025-03-31","","Taxation year-end"
MJRAW.SLIPA[5].TtwrawA459,"265,256","","Taxable capital employed in Canada for the year"
MJRAW.SLIPA[5].TtwrawA463,"1,239,344","","Schedule 511 – Total assets in the last taxation year"
MJRAW.SLIPA[5].TtwrawA464,"1,233,101","","Schedule 511 – Total assets for the year"
MJRAW.SLIPA[5].TtwrawA465,"2,123,733","","Schedule 511 – Total revenue in the last taxation year"
MJRAW.SLIPA[5].TtwrawA466,"2,619,358","","Schedule 511 – Total revenue for the year"
MJRAW.SLIPA[5].TtwrawA153,"1160358546","","Québec enterprise number (NEQ)"
MJRAW.SLIPA[5].TtwrawA154,"1090144860 IC 0001","","Québec identification number"
MJRAW.SLIPA[5].TtwrawA469,"688,162","","Paid-up capital of the second prior taxation year"
MJRAW.SLIPA[5].TtwrawA470,"681,480","","Paid-up capital of prior taxation year"
MJRAW.SLIPA[5].TtwrawA13,"1,516,633","","Assets as per the financial statements of the second prior taxation year"
MJRAW.SLIPA[5].TtwrawA162,"President","","Title or position of authorized representative"
MJRAW.SLIPA[5].TtwrawA574,"1,787,344","","Gross revenue of the corporation for the second preceding taxation year"
MJRAW.SLIPA[6].TtwrawA344,"Y","","Always keep the link and offer to restore it when in error"
MJRAW.SLIPA[6].TtwrawA16,"1","","Association code"
MJRAW.SLIPA[6].TtwrawA458,"32,127","","Taxable capital employed in Canada for the preceding taxation year"
MJRAW.SLIPA[6].TtwrawA524,"0","","Taxable income of prior taxation year"
MJRAW.SLIPA[6].TtwrawA22,"0","","Reduced business limit of the last taxation year ending in the preceding calendar year"
